,Accepted_Name,acc_name,AnimalFood,EnvironmentalUses,Fuels,HumanFood,InvertebrateFood,Materials,Medicines,Poisons,SocialUses,Totals,speciesname,ipniid,wcsid,azid,match_name,tax_status,Accepted_ID,acc_wcsid,acc_azid,Accepted_Rank,Accepted_Species,Accepted_Species_ID,Source
1040,Afraegle paniculata,Afraegle paniculata (Schumach. & Thonn.) Engl.,0,1,0,1,0,1,1,1,1,7,Afraegle paniculata,770830-1,,624843.0,Afraegle paniculata (Schumach. & Thonn.) Engl.,Accepted,770830-1,,624843.0,Species,Afraegle paniculata,770830-1,Useful Plants Data
1060,Aframomum melegueta,Aframomum melegueta K.Schum.,0,1,0,1,0,1,1,1,1,7,Aframomum melegueta,871877-1,218399.0,,Aframomum melegueta (Roscoe) K.Schum.,Accepted,871877-1,218399.0,,Species,Aframomum melegueta,871877-1,Useful Plants Data
1092,Afzelia africana,Afzelia africana Sm. ex Pers.,1,1,1,1,1,1,1,1,1,10,Afzelia africana,473043-1,,624955.0,Afzelia africana Sm. ex Pers.,Accepted,473043-1,,624955.0,Species,Afzelia africana,473043-1,Useful Plants Data
1105,Aganope gabonica,Aganope gabonica (Baill.) Polhill,0,0,0,0,0,1,1,1,0,3,Aganope gabonica,473087-1,,625253.0,Aganope gabonica (Baill.) Polhill,Accepted,473087-1,,625253.0,Species,Aganope gabonica,473087-1,Useful Plants Data
1106,Aganope heptaphylla,Aganope heptaphylla (L.) Polhill,1,0,0,1,0,1,1,1,0,5,Aganope heptaphylla,473088-1,,625254.0,Aganope heptaphylla (L.) Polhill,Accepted,473088-1,,625254.0,Species,Aganope heptaphylla,473088-1,Useful Plants Data
1108,Aganope stuhlmannii,Aganope stuhlmannii (Taub.) Adema,0,0,0,0,0,1,1,1,0,3,Aganope stuhlmannii,1020686-1,,625261.0,Aganope stuhlmannii (Taub.) Adema,Accepted,1020686-1,,625261.0,Species,Aganope stuhlmannii,1020686-1,Useful Plants Data
1120,Agarista salicifolia,Agarista salicifolia (Lam.) G.Don,0,0,0,0,0,1,1,1,0,3,Agarista salicifolia,326177-1,,625518.0,Agarista salicifolia (Lam.) G.Don,Accepted,326177-1,,625518.0,Species,Agarista salicifolia,326177-1,Useful Plants Data
1159,Agave americana,Agave americana L.,0,1,0,1,1,1,1,1,1,7,Agave americana,319063-2,293578.0,,Agave americana L.,Accepted,319063-2,293578.0,,Species,Agave americana,319063-2,Useful Plants Data
1166,Agave aurea,Agave aurea Brandegee,0,0,0,0,0,1,0,1,0,2,Agave aurea,6379-2,293623.0,,Agave aurea Brandegee,Accepted,6379-2,293623.0,,Species,Agave aurea,6379-2,Useful Plants Data
1167,Agave bovicornuta,Agave bovicornuta Gentry,0,1,0,1,0,0,1,1,0,4,Agave bovicornuta,6391-2,293645.0,,Agave bovicornuta Gentry,Accepted,6391-2,293645.0,,Species,Agave bovicornuta,6391-2,Useful Plants Data
1196,Agave inaequidens,Agave inaequidens K.Koch,0,0,0,1,0,0,1,1,0,3,Agave inaequidens,62042-1,293898.0,,Agave inaequidens K.Koch,Accepted,62042-1,293898.0,,Species,Agave inaequidens,62042-1,Useful Plants Data
1201,Agave lecheguilla,Agave lecheguilla Torr.,0,1,0,1,0,1,1,1,0,5,Agave lecheguilla,62079-1,293940.0,,Agave lecheguilla Torr.,Accepted,62079-1,293940.0,,Species,Agave lecheguilla,62079-1,Useful Plants Data
1212,Agave parryi,Agave parryi Engelm.,0,1,0,1,0,1,1,1,0,5,Agave parryi,62172-1,294071.0,,Agave parryi Engelm.,Accepted,62172-1,294071.0,,Species,Agave parryi,62172-1,Useful Plants Data
1213,Agave parvidentata,Agave parvidentata Trel.,0,1,0,0,0,0,0,1,0,2,Agave parvidentata,6630-2,294077.0,,Agave parvidentata Trel.,Accepted,6630-2,294077.0,,Species,Agave parvidentata,6630-2,Useful Plants Data
1225,Agave scabra,Agave scabra Ortega,0,1,0,0,0,1,1,1,0,4,Agave scabra,271809-2,294180.0,,Agave scabra Ortega,Accepted,271809-2,294180.0,,Species,Agave scabra,271809-2,Useful Plants Data
1226,Agave schottii,Agave schottii Engelm.,0,1,0,0,0,1,1,1,0,4,Agave schottii,62261-1,294194.0,,Agave schottii Engelm.,Accepted,62261-1,294194.0,,Species,Agave schottii,62261-1,Useful Plants Data
1238,Agave utahensis,Agave utahensis Engelm.,0,1,0,1,0,1,0,1,0,4,Agave utahensis,6755-2,294296.0,,Agave utahensis Engelm. in S.Watson,Accepted,6755-2,294296.0,,Species,Agave utahensis,6755-2,Useful Plants Data
1247,Agave wocomahi,Agave wocomahi Gentry,0,0,0,1,0,1,1,1,0,4,Agave wocomahi,6793-2,294362.0,,Agave wocomahi Gentry,Accepted,6793-2,294362.0,,Species,Agave wocomahi,6793-2,Useful Plants Data
1253,Agelaea pentagyna,Agelaea pentagyna (Lam.) Baill.,0,1,0,1,0,1,1,1,0,6,Agelaea pentagyna,264099-1,,626027.0,Agelaea pentagyna (Lam.) Baill.,Accepted,264099-1,,626027.0,Species,Agelaea pentagyna,264099-1,Useful Plants Data
1260,Ageratina adenophora,Ageratina adenophora (Spreng.) R.M.King & H.Rob.,0,1,0,0,0,0,1,1,0,3,Ageratina adenophora,6811-2,,1126916.0,Ageratina adenophora (Spreng.) R.M.King & H.Rob.,Accepted,6811-2,,1126916.0,Species,Ageratina adenophora,6811-2,Useful Plants Data
1261,Ageratina altissima,Ageratina altissima (L.) R.M.King & H.Rob.,0,0,0,0,0,0,1,1,0,2,Ageratina altissima,6815-2,,1126945.0,Ageratina altissima (L.) R.M.King & H.Rob.,Accepted,6815-2,,1126945.0,Species,Ageratina altissima,6815-2,Useful Plants Data
1270,Ageratina riparia,Ageratina riparia (Regel) R.M.King & H.Rob.,0,1,0,0,0,0,1,1,0,3,Ageratina riparia,7013-2,,1127548.0,Ageratina riparia (Regel) R.M.King & H.Rob.,Accepted,7013-2,,1127548.0,Species,Ageratina riparia,7013-2,Useful Plants Data
1273,Ageratina wrightii,Ageratina wrightii (A.Gray) R.M.King & H.Rob.,0,0,0,0,0,0,0,1,0,1,Ageratina wrightii,7069-2,,1127709.0,Ageratina wrightii (A.Gray) R.M.King & H.Rob.,Accepted,7069-2,,1127709.0,Species,Ageratina wrightii,7069-2,Useful Plants Data
1274,Ageratum conyzoides,Ageratum conyzoides L.,1,1,0,1,1,1,1,1,1,9,Ageratum conyzoides,7086-2,,1129224.0,Ageratum conyzoides L.,Accepted,7086-2,,1129224.0,Species,Ageratum conyzoides,7086-2,Useful Plants Data
1285,Aglaia cucullata,Aglaia cucullata (Roxb.) Pellegr.,0,0,1,0,0,1,1,1,0,4,Aglaia cucullata,167448-3,,626251.0,Aglaia cucullata (Roxb.) Pellegr.,Accepted,167448-3,,626251.0,Species,Aglaia cucullata,167448-3,Useful Plants Data
1318,Aglaia sapindina,Aglaia sapindina (F.Muell.) Harms,0,0,1,0,1,1,1,1,0,5,Aglaia sapindina,577310-1,,626554.0,Aglaia sapindina (F.Muell.) Harms,Accepted,577310-1,,626554.0,Species,Aglaia sapindina,577310-1,Useful Plants Data
1342,Agrimonia eupatoria,Agrimonia eupatoria L.,0,0,0,1,0,1,1,1,0,4,Agrimonia eupatoria,316550-2,,907448.0,Agrimonia eupatoria L.,Accepted,316550-2,,907448.0,Species,Agrimonia eupatoria,316550-2,Useful Plants Data
1363,Agrostemma githago,Agrostemma githago L.,0,1,0,0,0,0,1,1,0,3,Agrostemma githago,150316-1,,626726.0,Agrostemma githago L.,Accepted,150316-1,,626726.0,Species,Agrostemma githago,150316-1,Useful Plants Data
1368,Agrostis gigantea,Agrostis gigantea Roth,1,1,0,0,0,0,0,1,0,3,Agrostis gigantea,385783-1,389634.0,,Agrostis gigantea Roth,Accepted,385783-1,389634.0,,Species,Agrostis gigantea,385783-1,Useful Plants Data
1391,Ailanthus altissima,Ailanthus altissima (Mill.) Swingle,1,1,1,0,0,1,1,1,0,6,Ailanthus altissima,813521-1,,626815.0,Ailanthus altissima (Mill.) Swingle,Accepted,813521-1,,626815.0,Species,Ailanthus altissima,813521-1,Useful Plants Data
1415,Aizoon africanum,Aizoon africanum (L.) Klak,1,1,0,0,0,0,1,1,0,4,Aizoon africanum,77173662-1,,1013949.0,Aizoon africanum (L.) Klak,Accepted,77173662-1,,1013949.0,Species,Aizoon africanum,77173662-1,Useful Plants Data
1417,Aizoon secundum,Aizoon secundum L.f.,0,1,0,0,0,0,1,1,0,3,Aizoon secundum,360502-1,,627058.0,Aizoon secundum L.f.,Accepted,360502-1,,627058.0,Species,Aizoon secundum,360502-1,Useful Plants Data
1430,Ajuga integrifolia,Ajuga integrifolia Buch.-Ham. ex D.Don,0,0,0,0,0,0,1,1,0,2,Ajuga integrifolia,444595-1,5288.0,,Ajuga integrifolia Buch.-Ham.,Accepted,444595-1,5288.0,,Species,Ajuga integrifolia,444595-1,Useful Plants Data
1431,Ajuga iva,Ajuga iva (L.) Schreb.,0,0,0,0,0,0,1,1,1,3,Ajuga iva,444598-1,5293.0,,Ajuga iva (L.) Schreb.,Accepted,444598-1,5293.0,,Species,Ajuga iva,444598-1,Useful Plants Data
1451,Alafia landolphioides,Alafia landolphioides (A.DC.) K.Schum.,0,1,0,0,0,1,1,1,0,4,Alafia landolphioides,77176689-1,5487.0,,Alafia landolphioides (A.DC.) K.Schum.,Accepted,77176689-1,5487.0,,Species,Alafia landolphioides,77176689-1,Useful Plants Data
1452,Alafia lucida,Alafia lucida Stapf,0,0,0,0,0,1,1,1,0,3,Alafia lucida,76437-1,5488.0,,Alafia lucida Stapf,Accepted,76437-1,5488.0,,Species,Alafia lucida,76437-1,Useful Plants Data
1475,Albertisia cordifolia,Albertisia cordifolia (Mangenot & Miege) Forman,0,0,0,0,0,1,1,1,0,3,Albertisia cordifolia,580104-1,,627187.0,Albertisia cordifolia (Mangenot & Miege) Forman,Accepted,580104-1,,627187.0,Species,Albertisia cordifolia,580104-1,Useful Plants Data
1485,Albizia acle,Albizia acle (Blanco) Merr.,0,0,0,0,0,1,0,1,0,2,Albizia acle,473164-1,,627219.0,Albizia acle (Blanco) Merr.,Accepted,473164-1,,627219.0,Species,Albizia acle,473164-1,Useful Plants Data
1487,Albizia altissima,Albizia altissima Hook.f.,0,0,0,1,0,1,1,1,1,6,Albizia altissima,473169-1,,627226.0,Albizia altissima Hook.f.,Accepted,473169-1,,627226.0,Species,Albizia altissima,473169-1,Useful Plants Data
1501,Albizia carrii,Albizia carrii Kanis,0,1,1,0,0,1,0,1,1,5,Albizia carrii,473125-1,,627273.0,Albizia carrii Kanis,Accepted,473125-1,,627273.0,Species,Albizia carrii,473125-1,Useful Plants Data
1503,Albizia chinensis,Albizia chinensis (Osbeck) Merr.,1,1,1,1,0,1,1,1,1,8,Albizia chinensis,473204-1,,627278.0,Albizia chinensis (Osbeck) Merr.,Accepted,473204-1,,627278.0,Species,Albizia chinensis,473204-1,Useful Plants Data
1504,Albizia coriaria,Albizia coriaria Welw. ex Oliv.,1,1,1,1,0,1,1,1,1,8,Albizia coriaria,473213-1,,627290.0,Albizia coriaria Welw. ex Oliv.,Accepted,473213-1,,627290.0,Species,Albizia coriaria,473213-1,Useful Plants Data
1513,Albizia inundata,Albizia inundata (Mart.) Barneby & J.W.Grimes,1,0,0,0,0,0,1,1,0,3,Albizia inundata,1208750-2,,627370.0,Albizia inundata (Mart.) Barneby & J.W.Grimes,Accepted,1208750-2,,627370.0,Species,Albizia inundata,1208750-2,Useful Plants Data
1516,Albizia lebbeck,Albizia lebbeck (L.) Benth.,1,1,1,1,0,1,1,1,0,7,Albizia lebbeck,99109-3,,627391.0,Albizia lebbeck (L.) Benth.,Accepted,99109-3,,627391.0,Species,Albizia lebbeck,99109-3,Useful Plants Data
1517,Albizia lebbekoides,Albizia lebbekoides (DC.) Benth.,0,1,1,1,0,1,1,1,1,7,Albizia lebbekoides,473286-1,,627392.0,Albizia lebbekoides (DC.) Benth.,Accepted,473286-1,,627392.0,Species,Albizia lebbekoides,473286-1,Useful Plants Data
1530,Albizia pedicellata,Albizia pedicellata Baker ex Benth.,0,1,1,0,0,1,0,1,1,5,Albizia pedicellata,473351-1,,627478.0,Albizia pedicellata Baker ex Benth.,Accepted,473351-1,,627478.0,Species,Albizia pedicellata,473351-1,Useful Plants Data
1535,Albizia procera,Albizia procera (Roxb.) Benth.,1,1,1,1,1,1,1,1,1,10,Albizia procera,473360-1,,627494.0,Albizia procera (Roxb.) Benth.,Accepted,473360-1,,627494.0,Species,Albizia procera,473360-1,Useful Plants Data
1536,Albizia retusa,Albizia retusa Benth.,0,1,1,0,0,1,0,1,1,5,Albizia retusa,473369-1,,627504.0,Albizia retusa Benth.,Accepted,473369-1,,627504.0,Species,Albizia retusa,473369-1,Useful Plants Data
1538,Samanea saman,Samanea saman (Jacq.) Merr.,1,1,1,1,0,1,1,1,1,9,Albizia saman,473384-1,,627523.0,Albizia saman (Jacq.) F.Muell.,Synonym,227126-2,,592096.0,Species,Samanea saman,227126-2,Useful Plants Data
1539,Albizia saponaria,Albizia saponaria (Lour.) Blume ex Miq.,0,0,0,0,0,1,1,1,0,3,Albizia saponaria,473385-1,,627524.0,Albizia saponaria (Lour.) Blume ex Miq.,Accepted,473385-1,,627524.0,Species,Albizia saponaria,473385-1,Useful Plants Data
1543,Albizia tanganyicensis,Albizia tanganyicensis Baker f.,1,1,0,0,0,1,1,1,0,5,Albizia tanganyicensis,473405-1,,627553.0,Albizia tanganyicensis Baker f.,Accepted,473405-1,,627553.0,Species,Albizia tanganyicensis,473405-1,Useful Plants Data
1546,Albizia versicolor,Albizia versicolor Welw. ex Oliv.,0,1,1,1,0,1,1,1,0,6,Albizia versicolor,473423-1,,627582.0,Albizia versicolor Welw. ex Oliv.,Accepted,473423-1,,627582.0,Species,Albizia versicolor,473423-1,Useful Plants Data
1549,Albuca abyssinica,Albuca abyssinica Jacq.,0,0,0,1,0,0,1,1,1,4,Albuca abyssinica,527306-1,294469.0,,Albuca abyssinica Jacq.,Accepted,527306-1,294469.0,,Species,Albuca abyssinica,527306-1,Useful Plants Data
1557,Albuca prasina,Albuca prasina (Ker Gawl.) J.C.Manning & Goldblatt,0,0,0,0,0,0,0,1,0,1,Albuca prasina,77097718-1,456177.0,,Albuca prasina (Ker Gawl.) J.C.Manning & Goldblatt,Accepted,77097718-1,456177.0,,Species,Albuca prasina,77097718-1,Useful Plants Data
1561,Albuca toxicaria,Albuca toxicaria (C.Archer & R.H.Archer) J.C.Manning & Goldblatt,0,0,0,0,0,0,0,1,0,1,Albuca toxicaria,77097723-1,456191.0,,Albuca toxicaria (C.Archer & R.H.Archer) J.C.Manning & Goldblatt,Accepted,77097723-1,456191.0,,Species,Albuca toxicaria,77097723-1,Useful Plants Data
1562,Albuca virens,Albuca virens (Lindl.) J.C.Manning & Goldblatt,0,0,0,0,0,0,1,1,0,2,Albuca virens,77097738-1,456194.0,,Albuca virens (Lindl.) J.C.Manning & Goldblatt,Accepted,77097738-1,456194.0,,Species,Albuca virens,77097738-1,Useful Plants Data
1593,Alchornea parviflora,Alchornea parviflora (Benth.) Müll.Arg.,0,0,0,0,0,0,0,1,0,1,Alchornea parviflora,338437-1,5814.0,,Alchornea parviflora Müll.Arg.,Accepted,338437-1,5814.0,,Species,Alchornea parviflora,338437-1,Useful Plants Data
1595,Alchornea sicca,Alchornea sicca (Blanco) Merr.,0,0,0,0,0,0,1,1,0,2,Alchornea sicca,338460-1,5842.0,,Alchornea sicca Merr.,Accepted,338460-1,5842.0,,Species,Alchornea sicca,338460-1,Useful Plants Data
1609,Alectryon oleifolius,Alectryon oleifolius (Desf.) S.T.Reynolds,0,0,0,0,0,0,1,1,0,2,Alectryon oleifolius,944297-1,,628022.0,Alectryon oleifolius (Desf.) S.T.Reynolds,Accepted,944297-1,,628022.0,Species,Alectryon oleifolius,944297-1,Useful Plants Data
1624,Aleurites moluccanus,Aleurites moluccanus (L.) Willd.,1,1,1,1,1,1,1,1,1,10,Aleurites moluccanus,338514-1,5934.0,,Aleurites moluccanus Willd.,Accepted,338514-1,5934.0,,Species,Aleurites moluccanus,338514-1,Useful Plants Data
1640,Alkekengi officinarum,Alkekengi officinarum Moench,0,1,0,1,0,0,1,1,0,4,Alkekengi officinarum,814247-1,,628564.0,Alkekengi officinarum Moench,Accepted,814247-1,,628564.0,Species,Alkekengi officinarum,814247-1,Useful Plants Data
1645,Allamanda cathartica,Allamanda cathartica L.,0,1,0,0,0,1,1,1,0,4,Allamanda cathartica,319065-2,6157.0,,Allamanda cathartica L.,Accepted,319065-2,6157.0,,Species,Allamanda cathartica,319065-2,Useful Plants Data
1683,Allium canadense,Allium canadense L.,0,0,0,1,0,0,1,1,0,3,Allium canadense,527759-1,295220.0,,Allium canadense L.,Accepted,527759-1,295220.0,,Species,Allium canadense,527759-1,Useful Plants Data
1685,Allium cepa,Allium cepa L.,1,1,0,1,0,1,1,1,1,8,Allium cepa,527795-1,295261.0,,Allium cepa L.,Accepted,527795-1,295261.0,,Species,Allium cepa,527795-1,Useful Plants Data
1736,Allium sativum,Allium sativum L.,1,1,0,1,0,1,1,1,0,7,Allium sativum,528796-1,296499.0,,Allium sativum L.,Accepted,528796-1,296499.0,,Species,Allium sativum,528796-1,Useful Plants Data
1740,Allium schoenoprasum,Allium schoenoprasum L.,0,0,0,1,0,0,1,1,0,4,Allium schoenoprasum,528823-1,296525.0,,Allium schoenoprasum L.,Accepted,528823-1,296525.0,,Species,Allium schoenoprasum,528823-1,Useful Plants Data
1758,Allium ursinum,Allium ursinum L.,0,0,0,0,0,0,1,1,0,2,Allium ursinum,529088-1,296893.0,,Allium ursinum L.,Accepted,529088-1,296893.0,,Species,Allium ursinum,529088-1,Useful Plants Data
1759,Allium validum,Allium validum S.Watson,0,0,0,0,0,0,0,1,0,1,Allium validum,529095-1,296903.0,,Allium validum S.Watson,Accepted,529095-1,296903.0,,Species,Allium validum,529095-1,Useful Plants Data
1762,Allium vineale,Allium vineale L.,0,0,0,0,0,0,1,1,0,2,Allium vineale,529111-1,296924.0,,Allium vineale L.,Accepted,529111-1,296924.0,,Species,Allium vineale,529111-1,Useful Plants Data
1800,Allophylus spicatus,Allophylus spicatus (Poir.) Radlk.,0,0,0,0,0,0,1,1,0,2,Allophylus spicatus,781945-1,,629535.0,Allophylus spicatus (Poir.) Radlk.,Accepted,781945-1,,629535.0,Species,Allophylus spicatus,781945-1,Useful Plants Data
1850,Alocasia longiloba,Alocasia longiloba Miq.,0,1,0,0,0,0,1,1,0,3,Alocasia longiloba,84195-1,6770.0,,Alocasia longiloba Miq.,Accepted,84195-1,6770.0,,Species,Alocasia longiloba,84195-1,Useful Plants Data
1851,Alocasia macrorrhizos,Alocasia macrorrhizos (L.) G.Don,1,1,0,1,0,1,1,1,1,8,Alocasia macrorrhizos,60444565-2,6775.0,,Alocasia macrorrhizos (L.) G.Don,Accepted,60444565-2,6775.0,,Species,Alocasia macrorrhizos,60444565-2,Useful Plants Data
1855,Alocasia portei,Alocasia portei Schott,0,1,0,0,0,0,1,1,0,3,Alocasia portei,77177330-1,6811.0,,Alocasia portei Schott,Accepted,77177330-1,6811.0,,Species,Alocasia portei,77177330-1,Useful Plants Data
1871,Aloe broomii,Aloe broomii Schönland,0,0,0,0,0,0,1,1,1,3,Aloe broomii,529279-1,297159.0,,Aloe broomii Schönland,Accepted,529279-1,297159.0,,Species,Aloe broomii,529279-1,Useful Plants Data
1872,Aloe buettneri,Aloe buettneri A.Berger,1,1,0,0,0,0,1,1,1,5,Aloe buettneri,529285-1,297168.0,,Aloe buettneri A.Berger,Accepted,529285-1,297168.0,,Species,Aloe buettneri,529285-1,Useful Plants Data
1879,Aloe castanea,Aloe castanea Schönland,0,0,0,0,0,0,0,1,0,1,Aloe castanea,529312-1,297210.0,,Aloe castanea Schönland,Accepted,529312-1,297210.0,,Species,Aloe castanea,529312-1,Useful Plants Data
1880,Aloe chabaudii,Aloe chabaudii Schönland,1,0,0,0,0,0,1,1,1,4,Aloe chabaudii,529315-1,297215.0,,Aloe chabaudii Schönland,Accepted,529315-1,297215.0,,Species,Aloe chabaudii,529315-1,Useful Plants Data
1881,Aloe christianii,Aloe christianii Reynolds,0,0,0,0,0,0,1,1,1,3,Aloe christianii,529324-1,297228.0,,Aloe christianii Reynolds,Accepted,529324-1,297228.0,,Species,Aloe christianii,529324-1,Useful Plants Data
1884,Aloe cooperi,Aloe cooperi Baker,0,1,0,1,0,0,1,1,0,4,Aloe cooperi,529354-1,297266.0,,Aloe cooperi Baker,Accepted,529354-1,297266.0,,Species,Aloe cooperi,529354-1,Useful Plants Data
1897,Aloe ferox,Aloe ferox Mill.,1,1,1,1,0,1,1,1,1,9,Aloe ferox,529449-1,297380.0,,Aloe ferox Mill.,Accepted,529449-1,297380.0,,Species,Aloe ferox,529449-1,Useful Plants Data
1904,Aloe greatheadii,Aloe greatheadii Schönland,0,1,0,1,1,0,1,1,0,6,Aloe greatheadii,529495-1,297444.0,,Aloe greatheadei Schönland,Accepted,529495-1,297444.0,,Species,Aloe greatheadii,529495-1,Useful Plants Data
1906,Aloe hereroensis,Aloe hereroensis Engl.,0,1,0,0,1,0,1,1,0,4,Aloe hereroensis,529518-1,297471.0,,Aloe hereroensis Engl.,Accepted,529518-1,297471.0,,Species,Aloe hereroensis,529518-1,Useful Plants Data
1913,Aloe lateritia,Aloe lateritia Engl.,0,1,1,0,0,1,1,1,0,5,Aloe lateritia,529577-1,297555.0,,Aloe lateritia Engl.,Accepted,529577-1,297555.0,,Species,Aloe lateritia,529577-1,Useful Plants Data
1915,Aloe littoralis,Aloe littoralis Baker,1,1,0,1,1,1,1,1,1,9,Aloe littoralis,529606-1,297596.0,,Aloe littoralis Baker,Accepted,529606-1,297596.0,,Species,Aloe littoralis,529606-1,Useful Plants Data
1940,Aloe perryi,Aloe perryi Baker,0,1,0,1,0,1,1,1,0,5,Aloe perryi,529767-1,297820.0,,Aloe perryi Baker,Accepted,529767-1,297820.0,,Species,Aloe perryi,529767-1,Useful Plants Data
1945,Aloe rabaiensis,Aloe rabaiensis Rendle,0,0,0,0,0,0,1,1,0,2,Aloe rabaiensis,529820-1,297885.0,,Aloe rabaiensis Rendle,Accepted,529820-1,297885.0,,Species,Aloe rabaiensis,529820-1,Useful Plants Data
1950,Aloe ruspoliana,Aloe ruspoliana Baker,0,0,0,0,0,0,1,1,0,2,Aloe ruspoliana,529861-1,297935.0,,Aloe ruspoliana Baker,Accepted,529861-1,297935.0,,Species,Aloe ruspoliana,529861-1,Useful Plants Data
1953,Aloe secundiflora,Aloe secundiflora Engl.,0,1,0,1,0,1,1,1,0,5,Aloe secundiflora,529882-1,297963.0,,Aloe secundiflora Engl.,Accepted,529882-1,297963.0,,Species,Aloe secundiflora,529882-1,Useful Plants Data
1967,Aloe turkanensis,Aloe turkanensis Christian,0,0,0,1,0,0,1,1,0,3,Aloe turkanensis,529992-1,298092.0,,Aloe turkanensis Christian,Accepted,529992-1,298092.0,,Species,Aloe turkanensis,529992-1,Useful Plants Data
1972,Aloe vera,Aloe vera (L.) Burm.f.,0,1,0,1,0,1,1,1,1,7,Aloe vera,530017-1,298116.0,,Aloe vera (L.) Burm.f.,Accepted,530017-1,298116.0,,Species,Aloe vera,530017-1,Useful Plants Data
1973,Aloe volkensii,Aloe volkensii Engl.,0,0,0,1,0,0,1,1,1,4,Aloe volkensii,530037-1,298141.0,,Aloe volkensii Engl.,Accepted,530037-1,298141.0,,Species,Aloe volkensii,530037-1,Useful Plants Data
1977,Aloe zebrina,Aloe zebrina Baker,1,1,0,1,1,1,1,1,0,8,Aloe zebrina,530052-1,298160.0,,Aloe zebrina Baker,Accepted,530052-1,298160.0,,Species,Aloe zebrina,530052-1,Useful Plants Data
1987,Aloysia gratissima,Aloysia gratissima (Gillies & Hook.) Tronc.,0,0,0,0,0,0,1,1,0,2,Aloysia gratissima,9643-2,6904.0,,Aloysia gratissima (Gillies & Hook.) Tronc.,Accepted,9643-2,6904.0,,Species,Aloysia gratissima,9643-2,Useful Plants Data
1995,Alphitonia excelsa,Alphitonia excelsa (Fenzl) Reissek ex Benth.,1,1,1,0,1,1,1,1,1,8,Alphitonia excelsa,716620-1,,629983.0,Alphitonia excelsa (Fenzl) Reissek ex Benth.,Accepted,716620-1,,629983.0,Species,Alphitonia excelsa,716620-1,Useful Plants Data
1998,Alphitonia incana,Alphitonia incana (Roxb.) Teijsm. & Binn. ex Kurz,1,1,1,0,0,1,1,1,1,7,Alphitonia incana,716623-1,,629988.0,Alphitonia incana (Roxb.) Teijsm. & Binn. ex Kurz,Accepted,716623-1,,629988.0,Species,Alphitonia incana,716623-1,Useful Plants Data
2005,Alphonsea javanica,Alphonsea javanica Scheff.,0,0,0,0,0,1,0,1,0,2,Alphonsea javanica,71989-1,,630021.0,Alphonsea javanica Scheff.,Accepted,71989-1,,630021.0,Species,Alphonsea javanica,71989-1,Useful Plants Data
2007,Alphonsea ventricosa,Alphonsea ventricosa (Roxb.) Hook.f. & Thomson,0,0,0,0,0,1,1,1,0,3,Alphonsea ventricosa,72017-1,,630055.0,Alphonsea ventricosa (Roxb.) Hook.f. & Thomson,Accepted,72017-1,,630055.0,Species,Alphonsea ventricosa,72017-1,Useful Plants Data
2015,Alpinia conchigera,Alpinia conchigera Griff.,0,0,0,1,0,0,1,1,0,3,Alpinia conchigera,795246-1,218722.0,,Alpinia conchigera Griff.,Accepted,795246-1,218722.0,,Species,Alpinia conchigera,795246-1,Useful Plants Data
2085,Alstonia actinophylla,Alstonia actinophylla (A.Cunn.) K.Schum.,0,0,0,1,0,0,1,1,0,3,Alstonia actinophylla,105697-3,6995.0,,Alstonia actinophylla (A.Cunn.) K.Schum.,Accepted,105697-3,6995.0,,Species,Alstonia actinophylla,105697-3,Useful Plants Data
2090,Alstonia boonei,Alstonia boonei De Wild.,0,1,1,1,0,1,1,1,1,7,Alstonia boonei,76511-1,7007.0,,Alstonia boonei De Wild.,Accepted,76511-1,7007.0,,Species,Alstonia boonei,76511-1,Useful Plants Data
