,Plant_number,TPPT_Snippet,German_plant_name,English_plant_name,Plant_genus,Plant_family,Global_spatial_distribution,Swiss_frequency,Swiss_appearance,Vegetation_type,Blooming_period,Toxic_plant_part,Human_toxicity,Animal_toxicity,Invasive_foreign,Garden_plant,Agricultural_plant,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank,Source
714,P715,Senecio aquaticus Hill,Wasser-Greiskraut,Marsh ragwort,Senecio,Asteraceae,Western Europe,12,domestic,Shore- and marsh plant,Jul.-Sep.,Whole plant,toxic,very strong toxic,,,,Jacobaea aquatica,Jacobaea aquatica,226583-1,226583-1,Species,TPPT
715,P716,Senecio erraticus Bertol.,Wander-Greiskraut,,Senecio,Asteraceae,Mediterranean,4,domestic,Shore- and marsh plant,Aug.-Oct.,Whole plant,toxic,,,,,Jacobaea erratica,Jacobaea erratica,226597-1,226597-1,Species,TPPT
716,P717,Senecio abrotanifolius L.,Eberreisblaettriges Greiskraut,Pinnate leaved ragwort,Senecio,Asteraceae,Alps,12,domestic,Mountain plant,Jul.-Sep.,Whole plant,toxic,,,,,Jacobaea abrotanifolia subsp. abrotanifolia,Jacobaea abrotanifolia,226578-1,77180513-1,Subspecies,TPPT
717,P718,Senecio doronicum (L.) L.,Gaemswurz-Greiskraut,Chamois ragwort,Senecio,Asteraceae,Central and Southern Europe,54,domestic,Mountain plant,Jul.-Aug.,Whole plant,toxic,,,,,Senecio doronicum,Senecio doronicum,244906-1,244906-1,Species,TPPT
718,P719,Senecio vernalis Waldst. & Kit.,Fruehlings-Greiskraut,,Senecio,Asteraceae,Eastern Europe and Western Asia,3,domestic,Weed and ruderal plant,May-Jun.,Whole plant,toxic,,,,,Senecio vernalis,Senecio vernalis,248179-1,248179-1,Species,TPPT
719,P720,Senecio inaequidens DC.,Suedafrikanisches Greiskraut,South African ragwort,Senecio,Asteraceae,Southern Africa,12,alien,Weed and ruderal plant,Aug.-Oct.,Whole plant,toxic,very strong toxic,yes (forbidden CH),,,Senecio inaequidens,Senecio inaequidens,245637-1,245637-1,Species,TPPT
720,P721,Adenostyles alliariae (Gouan.) A. Kerner,Grauer Alpendost,,Adenostyles,Asteraceae,Central and Southern Europe,71,domestic,Forest and mountain plant,Jun.-Sep.,Whole plant,toxic,,,,,Adenostyles alliariae,Adenostyles alliariae,175035-1,175035-1,Species,TPPT
721,P722,Adenostyles glabra (Mill.) DC.,Gruener Alpendost,,Adenostyles,Asteraceae,Central and Southern Europe,54,domestic,Forest and mountain plant,Jun.-Sep.,Whole plant,toxic,,,,,Adenostyles alpina subsp. alpina,Adenostyles alpina,175036-1,77179722-1,Subspecies,TPPT
722,P723,Adenostyles leucophylla (Willd.) Rchb.,Filziger Alpendost,,Adenostyles,Asteraceae,Alps,13,domestic,Forest and mountain plant,Jul.-Aug.,Whole plant,toxic,,,,,Adenostyles leucophylla,Adenostyles leucophylla,175051-1,175051-1,Species,TPPT
723,P724,Homogyne alpina (L.) Cass.,Gewoehnlicher Alpenlattich,,Homogyne,Asteraceae,Central and Southern Europe,90,domestic,Meadow plant,May-Jul.,Whole plant,toxic,,,,,Homogyne alpina,Homogyne alpina,225016-1,225016-1,Species,TPPT
726,P727,Lactuca perennis L.,Blauer Lattich,Blue lettuce,Lactuca,Asteraceae,Southern Europe,14,domestic,Xerophyte,May-Jun.,"Whole plant, highest concentrations in latex",weak toxic,,,,,Lactuca perennis,Lactuca perennis,228164-1,228164-1,Species,TPPT
727,P728,Lactuca sativa L.,Kopfsalat,Garden lettuce,Lactuca,Asteraceae,Asia,agriculture,domestic,Agricultural plant,Jul.-Aug.,"Whole plant, highest concentrations in latex",weak toxic,,,,yes,Lactuca sativa,Lactuca sativa,228239-1,228239-1,Species,TPPT
728,P729,Lactuca serriola L.,Wilder Lattich,Prickly lettuce,Lactuca,Asteraceae,Europe and Asia,33,domestic,Xerophyte,Jul.-Sep.,"Whole plant, highest concentrations in latex",weak toxic,,,,,Lactuca serriola,Lactuca serriola,228255-1,228255-1,Species,TPPT
729,P730,Lactuca virosa L.,Gift-Lattich,Bitter lettuce,Lactuca,Asteraceae,Mediterranean,6,domestic,Weed and ruderal plant,Jul.-Sep.,"Whole plant, highest concentrations in latex",weak toxic,,,,,Lactuca virosa,Lactuca virosa,329493-2,329493-2,Species,TPPT
730,P731,Baccharis halimifolia L.,Kreuzstrauch,Eastern baccharis,Baccharis,Asteraceae,North America,0,alien,Ornamental garden plant,Oct.-Nov.,,toxic (unknown strength),,yes (forbidden EU),yes,,Baccharis halimifolia,Baccharis halimifolia,319078-2,319078-2,Species,TPPT
732,P733,Pericallis x hybrida (Scheidw.) B. Nord,Pericallis-Hybriden,Cineraria,Pericallis,Asteraceae,Southern Europe,0,alien,Ornamental garden plant,Mar.-May,,strong toxic,strong toxic,,yes,,Pericallis × hybrida,Pericallis × hybrida,1164364-2,1164364-2,Species,TPPT
741,P742,Alisma plantago-aquatica L.,Gemeiner Froschloeffel,Water plaintain,Alisma,Alismataceae,global,20,domestic,Fresh water plant,Jun.-Aug.,"Whole plant, highest concentrations in latex, root",weak toxic,,,,,Alisma plantago-aquatica,Alisma plantago-aquatica,30019518-2,30019518-2,Species,TPPT
746,P747,Calla palustris L.,Drachenwurz,Water arum,Calla,Araceae,"Europe, Asia and North America",2,alien,Fresh water plant,Jun.-Jul.,"Whole plant, highest concentrations in fruit, leaf",toxic,toxic,,,,Calla palustris,Calla palustris,86508-1,86508-1,Species,TPPT
747,P748,Arum italicum Mill.,Italienischer Aronstab,Italian arum,Arum,Araceae,Mediterranean,4,domestic,Weed and ruderal plant,Apr.-May,Leaf (or whole plant),very strong toxic,strong toxic,,,,Arum italicum,Arum italicum,86047-1,86047-1,Species,TPPT
748,P749,Arum maculatum L.,Gemeiner Aronstab,Wild arum,Arum,Araceae,Europe,38,domestic,Forest plant,Apr.-May,Leaf (or whole plant),very strong toxic,strong toxic,,,,Arum maculatum,Arum maculatum,86067-1,86067-1,Species,TPPT
749,P750,Dracunculus vulgaris Schott,Schlangenwurz,Dragon's root,Dracunculus,Araceae,Mediterranean,0.1,domestic,Weed and ruderal plant,May,Whole plant,very strong toxic,,,,,Dracunculus vulgaris,Dracunculus vulgaris,86985-1,86985-1,Species,TPPT
750,P751,Lysichiton americanus Hulten & H. St. John,Amerikanischer Stinktierkohl,Yellow skunk cabbage,Lysichiton,Araceae,North America,rarely introduced,alien,Ornamental garden plant,Apr.-May,Root,toxic (unknown strength),,yes (forbidden EU),yes,,Lysichiton americanus,Lysichiton americanus,147962-2,147962-2,Species,TPPT
751,P752,Tamus communis L.,Schmerwurz,Black bryony,Tamus,Dioscoreaceae,Mediterranean,38,domestic,Forest plant,May-Jun.,"Whole plant, highest concentrations in fruit, root",toxic,,,,,Dioscorea communis,Dioscorea communis,20005752-1,20005752-1,Species,TPPT
752,P753,Colchicum autumnale L.,Herbstzeitlose,Meadow saffron,Colchicum,Colchicaceae,Central Europe,61,domestic,Meadow plant,Aug.-Oct.,"Whole plant, highest concentrations in bulb, seed",very strong toxic,very strong toxic,,,,Colchicum autumnale,Colchicum autumnale,533232-1,533232-1,Species,TPPT
753,P754,Colchicum alpinum DC.,Alpen-Herbstzeitlose,Alpine autumn crocus,Colchicum,Colchicaceae,Southern and Central Europe,4,domestic,Mountain plant,Jul.-Sep.,"Whole plant, highest concentrations in bulb, seed",very strong toxic,,,,,Colchicum alpinum,Colchicum alpinum,533221-1,533221-1,Species,TPPT
754,P755,Sandersonia aurantiaca Hook.,Chinesische Laternenlilie,Christmas bells,Sandersonia,Colchicaceae,Africa,0,alien,Ornamental garden plant,Jul.,,very strong toxic,very strong toxic,,yes,,Sandersonia aurantiaca,Sandersonia aurantiaca,540483-1,540483-1,Species,TPPT
755,P756,Fritillaria meleagris L.,Perlhuhn-Schachblume,Snake's head,Fritillaria,Liliaceae,Europe,1.5,domestic,Shore- and marsh plant,Apr.-May,Bulb (or whole plant),toxic,,,,,Fritillaria meleagris,Fritillaria meleagris,535213-1,535213-1,Species,TPPT
756,P757,Fritillaria imperialis L.,Kaiserkrone,Imperial crown,Fritillaria,Liliaceae,Asia,0,alien,Ornamental garden plant,Apr.-May,Bulb (or whole plant),toxic,,,yes,,Fritillaria imperialis,Fritillaria imperialis,535166-1,535166-1,Species,TPPT
766,P767,Paris quadrifolia L.,Vierblaettrige Einbeere,Herb-Paris,Paris,Melanthiaceae,Europe and Asia,62,domestic,Forest plant,Apr.-May,"Whole plant, highest concentrations in fruit",strong toxic,toxic,,,,Paris quadrifolia,Paris quadrifolia,539724-1,539724-1,Species,TPPT
767,P768,Veratrum album L. s.l. (V. album subsp. lobelianum (Bernh.) Arcang. and V. album L. s.str.),Gemeiner Germer,White hellebore,Veratrum,Melanthiaceae,Europe and Siberia,74,domestic,Mountain plant,Jul.,Whole plant,strong toxic,very strong toxic,,,,Veratrum album,Veratrum album,30192264-2,30192264-2,Species,TPPT
768,P769,Veratrum nigrum L.,Schwarzer Germer,Black false hellebore,Veratrum,Melanthiaceae,Eastern Europe and Asia,0.5,domestic,Forest plant,Jul.,Whole plant,strong toxic,,,,,Veratrum nigrum,Veratrum nigrum,543516-1,543516-1,Species,TPPT
769,P770,Anticlea elegans (Pursh) Rydb.,Weisse Jochlilie,Alkali-grass,Anticlea,Melanthiaceae,North America,0,alien,Ornamental garden plant,Jun.-Aug.,Whole plant,strong toxic,very strong toxic,,yes,,Anticlea elegans,Anticlea elegans,15844-2,15844-2,Species,TPPT
770,P771,Hemerocallis lilio-asphodelus L.,Gelbe Taglilie,Lemon day-lily,Hemerocallis,Xanthorrhoeaceae,Asia,rarely introduced,alien,Ornamental garden plant,Jun.,Whole plant,toxic (unknown strength),very strong toxic (cat),,yes,,,,,,,TPPT
771,P772,Hemerocallis fulva (L.) L.,Gelbrote Taglilie,Orange day-lily,Hemerocallis,Xanthorrhoeaceae,Eastern Asia,21,alien,Weed and ruderal plant,Jul.-Aug.,Whole plant,toxic (unknown strength),very strong toxic (cat),,yes,,,,,,,TPPT
772,P773,Agave americana L.,Agave,Amaerican aloe,Agave,Asparagaceae,North- and Central America,rarely introduced,alien,Weed and ruderal plant,Jul.-Aug.,"Whole plant, highest concentration in latex, leaf",weak toxic,,,yes,,Agave americana,Agave americana,319063-2,319063-2,Species,TPPT
773,P774,Ornithogalum pyrenaicum L.,Pyrenaeen-Milchstern,Spiked star-of-bethlehem,Ornithogalum,Asparagaceae,Mediterranean,7,domestic,Forest plant,May-Jun.,"Whole plant, highest concentration in bulb",toxic,toxic,,,,Ornithogalum pyrenaicum,Ornithogalum pyrenaicum,539466-1,539466-1,Species,TPPT
774,P775,Ornithogalum umbellatum L.,Doldiger Milchstern,Common star-of-bethlehem,Ornithogalum,Asparagaceae,Europe,27,domestic,Weed and ruderal plant,Apr.-May,"Whole plant, highest concentration in bulb",toxic,toxic,,,,Ornithogalum umbellatum,Ornithogalum umbellatum,539600-1,539600-1,Species,TPPT
775,P776,Ornithogalum nutans L.,Nickender Milchstern,Drooping star-of-bethlehem,Ornithogalum,Asparagaceae,Southern Europe,7,domestic,Weed and ruderal plant,Apr.-May,"Whole plant, highest concentration in bulb",toxic,toxic,,,,Ornithogalum nutans,Ornithogalum nutans,539382-1,539382-1,Species,TPPT
776,P777,Scilla bifolia L.,Zweiblaettriger Blaustern,Alpine Squill,Scilla,Asparagaceae,Southern Europe,22,domestic,Forest plant,Mar.-Apr.,"Whole plant, highest concentrations in bulb, seed",toxic,,,,,Scilla bifolia,Scilla bifolia,540689-1,540689-1,Species,TPPT
777,P778,Maianthemum bifolium (L.) F. W. Schmidt,Zweiblaettrige Schattenblume,May lily,Maianthemum,Asparagaceae,Europe and Siberia,63,domestic,Forest plant,May,"Whole plant, highest concentrations in fruit, leaf",toxic,,,,,Maianthemum bifolium,Maianthemum bifolium,30042358-2,30042358-2,Species,TPPT
778,P779,Polygonatum verticillatum (L.) All.,Quirlblaettriges Salomonssiegel,Whorled salomon's seal,Polygonatum,Asparagaceae,Europe and Asia,61,domestic,Forest plant,May-Jul.,"Whole plant, highest concentrations in fruit",toxic,toxic,,,,Polygonatum verticillatum,Polygonatum verticillatum,540250-1,540250-1,Species,TPPT
779,P780,Polygonatum multiflorum (L.) All.,Vielbluetiges Salomonssiegel,Eurasian salomon's seal,Polygonatum,Asparagaceae,Europe and Asia,51,domestic,Forest plant,May-Jul.,"Whole plant, highest concentrations in fruit",toxic,toxic,,,,Polygonatum multiflorum,Polygonatum multiflorum,30081981-2,30081981-2,Species,TPPT
780,P781,Polygonatum odoratum (Mill.) Druce,Echtes Salomonssiegel,Salomon's seal,Polygonatum,Asparagaceae,Europe and Asia,54,domestic,Xerophyte,May-Jun.,"Whole plant, highest concentrations in fruit",toxic,toxic,,,,Polygonatum odoratum,Polygonatum odoratum,540195-1,540195-1,Species,TPPT
781,P782,Convallaria majalis L.,Maigloeckchen,Lily of the valley,Convallaria,Asparagaceae,Europe and Asia,59,domestic,Forest plant,May,"Whole plant, highest concentrationt in flower, fruit",very strong toxic,very strong toxic,,,,Convallaria majalis,Convallaria majalis,533487-1,533487-1,Species,TPPT
791,P792,Leucojum vernum L.,Maerzengloeckchen,Spring snowflake,Leucojum,Amaryllidaceae,Europe,28,domestic,Forest plant,Mar.-Apr.,"Bulb, leaf",toxic,,,,,Leucojum vernum,Leucojum vernum,65769-1,65769-1,Species,TPPT
792,P793,Leucojum aestivum L.,Sommergloeckchen,Summer snowflake,Leucojum,Amaryllidaceae,Europe,0.3,domestic,Shore- and marsh plant,Apr.-May,"Bulb, leaf",toxic,,,,,Leucojum aestivum,Leucojum aestivum,65743-1,65743-1,Species,TPPT
793,P794,Galanthus nivalis L.,Schneegloeckchen,Snowdrop,Galanthus,Amaryllidaceae,Southern Europe,23,domestic,Forest plant,Feb.-Mar.,Aerial part (or whole plant),toxic,toxic,,,,Galanthus nivalis,Galanthus nivalis,64496-1,64496-1,Species,TPPT
794,P795,Narcissus pseudonarcissus L.,Osterglocke,Wild daffodil,Narcissus,Amaryllidaceae,Western Europe,24,domestic,Mountain plant,Mar.-Apr.,"Whole plant, highest concentrations in bulb",toxic,toxic,,,,Narcissus pseudonarcissus,Narcissus pseudonarcissus,66177-1,66177-1,Species,TPPT
795,P796,Narcissus radiiflorus Salisb.,Weisse Berg-Narzisse,,Narcissus,Amaryllidaceae,Southern and Central Europe,12,domestic,Mountain plant,May,"Whole plant, highest concentrations in bulb",toxic,,,,,Narcissus poeticus subsp. radiiflorus,Narcissus poeticus,66165-1,77188836-1,Subspecies,TPPT
796,P797,Narcissus x verbanensis (Herb.) M. Roem.,Langensee-Narzisse,,Narcissus,Amaryllidaceae,South-eastern Europe,2,domestic,Xerophyte,Apr.-May,"Whole plant, highest concentrations in bulb",toxic,,,,,Narcissus,,,1558-1,Genus,TPPT
797,P798,Narcissus poeticus L.,Weisse Garten-Narzisse,Poet's daffodil,Narcissus,Amaryllidaceae,South-western Europe,15,domestic,Meadow plant,Apr.-May,"Whole plant, highest concentrations in bulb",toxic,,,,,Narcissus poeticus,Narcissus poeticus,66165-1,66165-1,Species,TPPT
798,P799,Narcissus x medioluteus Mill.,Zweibluetige Narzisse,Primrose-peerless,Narcissus,Amaryllidaceae,Europe,1,alien,Weed and ruderal plant,Apr.,"Whole plant, highest concentrations in bulb",toxic,,,,,Narcissus × medioluteus,Narcissus × medioluteus,66105-1,66105-1,Species,TPPT
799,P800,Iris sibirica L.,Sibirische Schwertlilie,Siberian iris,Iris,Iridaceae,Europe and Siberia,9,domestic,Shore- and marsh plant,Jun.,"Leaf, rhizome (or whole plant)",toxic,toxic,,,,Iris sibirica,Iris sibirica,439087-1,439087-1,Species,TPPT
800,P801,Iris pseudacorus L.,Gelbe Schwertlilie,Yellow iris,Iris,Iridaceae,Europe and Siberia,35,domestic,Shore- and marsh plant,Jun.,"Leaf, rhizome (or whole plant)",toxic,toxic,,,,Iris pseudacorus,Iris pseudacorus,438992-1,438992-1,Species,TPPT
801,P802,Iris germanica L.,Deutsche Schwertlilie,Bearded iris,Iris,Iridaceae,Europe,15,domestic,Xerophyte,May-Jun.,"Leaf, rhizome (or whole plant)",toxic,toxic,,,,Iris × germanica,Iris × germanica,438637-1,438637-1,Species,TPPT
802,P803,Iris foetidissima L.,uebelriechende Schwertlilie,Stinking iris,Iris,Iridaceae,Southern Europe,occasionally introduced,alien,Ornamental garden plant,Jun.,"Leaf, rhizome (or whole plant)",toxic,,,yes,,Iris foetidissima,Iris foetidissima,438606-1,438606-1,Species,TPPT
803,P804,Crocus albiflorus Kit.,Fruehlings-Krokus,Spring crocus,Crocus,Iridaceae,Southern and Central Europe,67,domestic,Mountain plant,Mar.-Jun.,Whole plant,toxic,toxic,,,,Crocus vernus,Crocus vernus,60461938-2,60461938-2,Species,TPPT
804,P805,Crocus sativus L.,Echter Safran,Saffron crocus,Crocus,Iridaceae,Mediterranean,0.5,domestic,Ornamental garden plant,Sep.-Nov.,Whole plant,toxic,toxic,,yes,,Crocus sativus,Crocus sativus,436688-1,436688-1,Species,TPPT
805,P806,Crocus tommasinianus Herb.,Tommasinis Krokus,Woodland crocus,Crocus,Iridaceae,Southern Europe and Asia,rarely introduced,alien,Ornamental garden plant,Feb.-Mar.,Whole plant,toxic,weak toxic,,yes,,Crocus tommasinianus,Crocus tommasinianus,436740-1,436740-1,Species,TPPT
818,P819,Secale cereale L.,Roggen,Rye,Secale,Poaceae,Asia,agriculture,domestic,Agricultural plant,May-Jun.,Whole plant,weak toxic,,,,yes,Secale cereale,Secale cereale,421164-1,421164-1,Species,TPPT
822,P823,Hierochloe odorata (L.) P. Beauv.,Duftendes Mariengras,Sweet grass,Hierchloë,Poaceae,"Europe, Sibiria and North America",1.5,domestic,Shore- and marsh plant,May-Jun.,Whole plant,weak toxic,,,,,Anthoxanthum nitens,Anthoxanthum nitens,914834-1,914834-1,Species,TPPT
823,P824,Anthoxanthum odoratum L.,Duftendes Ruchgras,Sweet vernalgrass,Anthoxanthum,Poaceae,Europe and Siberia,76,domestic,Meadow plant,Apr.-Jun.,Aerial part (or whole plant),weak toxic,,,,,Anthoxanthum odoratum,Anthoxanthum odoratum,389034-1,389034-1,Species,TPPT
825,P826,Bambusa vulgaris Schrad. ex J.C.Wendl.,Gewoehnlicher Bambus,Common bamboo,Bambusa,Poaceae,global,0,alien,Ornamental garden plant,no flowers,Shoot,toxic,toxic,,yes,,Bambusa vulgaris,Bambusa vulgaris,392574-1,392574-1,Species,TPPT
826,P827,Sorghum bicolor (L.) Moench,Echte Mohrenhirse,,Sorghum,Poaceae,Eastern Africa and Western Asia,2,domestic,Agricultural plant,Aug.-Sep.,Seed (or whole plant),weak toxic,toxic,,,,Sorghum bicolor,Sorghum bicolor,422090-1,422090-1,Species,TPPT
827,P828,Sorghum halepens (L.) Pers.,Wilde Mohrenhirse,,Sorghum,Poaceae,Eastern Africa and Western Asia,11,alien,Weed and ruderal plant,Jun.-Aug.,Seed (or whole plant),weak toxic,toxic,,,,Sorghum,,,331290-2,Genus,TPPT
833,P834,Begonia x tuberhybrida Voss,Knollenbegonie,Begonia,Begonia,Begoniaceae,South America,0,alien,Ornamental garden plant,Jun.-Oct.,Whole plant,weak toxic,weak toxic,,yes,,Begonia,,,327437-2,Genus,TPPT
836,P837,Aucuba japonica Thunb.,Japanoische Goldorange,Japanese aucuba,Aucuba,Garryaceae,Eastern Asia,0,alien,Ornamental garden plant,Mar.-Apr.,Fruit (or whole plant),toxic,,,yes,,Aucuba japonica,Aucuba japonica,271451-1,271451-1,Species,TPPT
837,P838,Capparis spinosa L.,Kapernstrauch,Caper brush,Capparis,Capparaceae,Mediterranean,agriculture,alien,Agricultural plant,,Whole plant,weak toxic,,,,yes,Capparis spinosa,Capparis spinosa,146789-1,146789-1,Species,TPPT
838,P839,Calycanthus floridus L.,Wohlriechender Gewuerzstrauch,Hairy straw-berry shrub,Calycanthus,Calycanthaceae,North America,0,alien,Ornamental garden plant,May-Jul.,"Bark, seed (or whole plant)",weak toxic,,,yes,,Calycanthus floridus,Calycanthus floridus,42922-2,42922-2,Species,TPPT
839,P840,Gelsemium sempervirens (L.) Jaume St.-Hili.,WilderJasmin,Yellow jasmine,Gelsemium,Loganiacea,North America,0,alien,Ornamental garden plant,,"Rhizome, root",very strong toxic,,,yes,,,,,,,TPPT
840,P841,Tropaeolum majus L.,Kapuzinerkresse,Large Indian cress,Tropaeolum,Tropaeolaceae,America,0,alien,Ornamental garden plant,Jun.-Oct.,"Whole plant, highest concentrations in seed",weak toxic,,,yes,,Tropaeolum majus,Tropaeolum majus,310974-2,310974-2,Species,TPPT
843,P844,Menyanthes trifoliata L.,Fieberklee,Bogbean,Menyanthes,Menyanthaceae,global,41,domestic,Fresh water plant,May-Jun.,Leaf,weak toxic,,,,,Menyanthes trifoliata,Menyanthes trifoliata,50970102-1,50970102-1,Species,TPPT
