,Latin name provided,latinNameNoAuthor,Source,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
10390,Eleusine tristacya,Eleusine tristacya,LITTOX,,,,,
10391,Eleutherine bulbosa,Eleutherine bulbosa,LITTOX,Eleutherine bulbosa,Eleutherine bulbosa,89940-2,89940-2,Species
10392,Eleutherococcus,Eleutherococcus,LITTOX,Eleutherococcus,,,328246-2,Genus
10393,Eleutherococcus senticosus,Eleutherococcus senticosus,LITTOX,Eleutherococcus senticosus,Eleutherococcus senticosus,90431-1,90431-1,Species
10394,Eleutherococcus senticosus (Rupr. & Maxim) Maxim,,LITTOX,Eleutherococcus senticosus,Eleutherococcus senticosus,90431-1,90431-1,Species
10395,Elionurus hirtifolius,Elionurus hirtifolius,LITTOX,Elionurus hirtifolius,Elionurus hirtifolius,400063-1,400063-1,Species
10396,Elizabetha princeps,Elizabetha princeps,LITTOX,Paloue princeps,Paloue princeps,77196904-1,77196904-1,Species
10397,Elletaria cardoma,Elletaria cardoma,LITTOX,,,,,
10398,Elodea,Elodea,LITTOX,Elodea,,,30042890-2,Genus
10399,Elscholtzia nipponica,Elscholtzia nipponica,LITTOX,,,,,
10400,Elsholtzia,Elsholtzia,LITTOX,Elsholtzia,,,20816-1,Genus
10401,Elsholtzia ciliata,Elsholtzia ciliata,LITTOX,Elsholtzia ciliata,Elsholtzia ciliata,90101-2,90101-2,Species
10402,Elsholtzia cristata,Elsholtzia cristata,LITTOX,Elsholtzia ciliata,Elsholtzia ciliata,90101-2,90101-2,Species
10403,Elsholtzia fruticosa (D. Don) Rehder.,,LITTOX,Elsholtzia fruticosa,Elsholtzia fruticosa,446645-1,446645-1,Species
10404,Elsholtzia patrinii,Elsholtzia patrinii,LITTOX,Elsholtzia ciliata,Elsholtzia ciliata,90101-2,90101-2,Species
10405,Elsholtzia polystachya D. Don,,LITTOX,Elsholtzia fruticosa,Elsholtzia fruticosa,446645-1,446645-1,Species
10406,Elsholtzia stauntonii,Elsholtzia stauntonii,LITTOX,Elsholtzia stauntonii,Elsholtzia stauntonii,446697-1,446697-1,Species
10407,Elsholtzia strobilifera (Benth.) Benth.,,LITTOX,Elsholtzia strobilifera,Elsholtzia strobilifera,446700-1,446700-1,Species
10408,Elymus,Elymus,LITTOX,Elymus,,,328322-2,Genus
10409,Elymus canadensis,Elymus canadensis,LITTOX,Elymus canadensis,Elymus canadensis,400194-1,400194-1,Species
10410,Elymus innovatus,Elymus innovatus,LITTOX,Leymus innovatus,Leymus innovatus,139355-2,139355-2,Species
10411,Elymus mollis,Elymus mollis,LITTOX,Leymus mollis,Leymus mollis,139357-2,139357-2,Species
10412,Elymus repens,Elymus repens,LITTOX,Elymus repens,Elymus repens,90320-2,90320-2,Species
10413,Elymus triticoides,Elymus triticoides,LITTOX,Leymus triticoides,Leymus triticoides,139367-2,139367-2,Species
10414,Elytrigia repens,Elytrigia repens,LITTOX,Elymus repens,Elymus repens,90320-2,90320-2,Species
10415,Elytropus chilensis,Elytropus chilensis,LITTOX,Elytropus chilensis,Elytropus chilensis,78855-1,78855-1,Species
10416,Emacipata fumans vulgaris,Emacipata fumans vulgaris,LITTOX,,,,,
10417,Embelia,Embelia,LITTOX,Embelia,,,331585-2,Genus
10418,Embelia grayi,Embelia grayi,LITTOX,Embelia grayi,Embelia grayi,960078-1,960078-1,Species
10419,Embelia kilimandscharica,Embelia kilimandscharica,LITTOX,Embelia schimperi,Embelia schimperi,588468-1,588468-1,Species
10420,Embelia ribes,Embelia ribes,LITTOX,Embelia ribes,Embelia ribes,588451-1,588451-1,Species
10421,Embelia robusta,Embelia robusta,LITTOX,Embelia tsjeriam-cottam,Embelia tsjeriam-cottam,588486-1,588486-1,Species
10422,Embelia schimperi,Embelia schimperi,LITTOX,Embelia schimperi,Embelia schimperi,588468-1,588468-1,Species
10423,Embelia tsjeriam-cottam,Embelia tsjeriam-cottam,LITTOX,Embelia tsjeriam-cottam,Embelia tsjeriam-cottam,588486-1,588486-1,Species
10424,Embellisia,Embellisia,LITTOX,,,,,
10425,Emblica officinalis,Emblica officinalis,LITTOX,Phyllanthus emblica,Phyllanthus emblica,353838-1,353838-1,Species
10426,Emblica officinaljs,Emblica officinaljs,LITTOX,Phyllanthus emblica,Phyllanthus emblica,353838-1,353838-1,Species
10427,Emericella nidulans,Emericella nidulans,LITTOX,,,,,
10428,Emex australis,Emex australis,LITTOX,Rumex hypogaeus,Rumex hypogaeus,77152626-1,77152626-1,Species
10429,Emex spinosa,Emex spinosa,LITTOX,Rumex spinosus,Rumex spinosus,697516-1,697516-1,Species
10430,Emilia,Emilia,LITTOX,Emilia,,,329398-2,Genus
10431,Emilia sonchifolia,Emilia sonchifolia,LITTOX,Emilia sonchifolia,Emilia sonchifolia,203080-1,203080-1,Species
10432,Eminium spiculatum,Eminium spiculatum,LITTOX,Eminium spiculatum,Eminium spiculatum,87002-1,87002-1,Species
10433,Emmotum,Emmotum,LITTOX,Emmotum,,,30041337-2,Genus
10434,Empetraceae,Empetraceae,LITTOX,,,,,
10435,Empetrum,Empetrum,LITTOX,Empetrum,,,30013724-2,Genus
10436,Empetrum nigrum,Empetrum nigrum,LITTOX,Empetrum nigrum,Empetrum nigrum,30371508-2,30371508-2,Species
10437,Emplectocladus fasciculatus,Emplectocladus fasciculatus,LITTOX,,,,,
10438,Empleurum serrulatum,Empleurum serrulatum,LITTOX,Empleurum unicapsularis,Empleurum unicapsularis,772664-1,772664-1,Species
10439,Empusa aulicae,Empusa aulicae,LITTOX,,,,,
10440,Empusa fressenii,Empusa fressenii,LITTOX,,,,,
10441,Empusa grylli,Empusa grylli,LITTOX,,,,,
10442,Empusa jassi,Empusa jassi,LITTOX,,,,,
10443,Empusa muscae,Empusa muscae,LITTOX,,,,,
10444,Enanthe crocata,Enanthe crocata,LITTOX,,,,,
10445,Enantia,Enantia,LITTOX,Annickia,,,925331-1,Genus
10446,Encelia,Encelia,LITTOX,Encelia,,,8779-1,Genus
10447,Encelia californica,Encelia californica,LITTOX,Encelia californica,Encelia californica,203105-1,203105-1,Species
10448,Encelia farinosa,Encelia farinosa,LITTOX,Encelia farinosa,Encelia farinosa,203119-1,203119-1,Species
10449,Encelia ventuorum,Encelia ventuorum,LITTOX,,,,,
10450,Encelia virginensis,Encelia virginensis,LITTOX,Encelia virginensis,Encelia virginensis,90623-2,90623-2,Species
10451,Enceliopsis,Enceliopsis,LITTOX,Enceliopsis,,,295436-2,Genus
10452,Encephalartos,Encephalartos,LITTOX,Encephalartos,,,13523-1,Genus
10453,Encephalartos altensteinii,Encephalartos altensteinii,LITTOX,Encephalartos altensteinii,Encephalartos altensteinii,297067-1,297067-1,Species
10454,Encephalartos barkeri,Encephalartos barkeri,LITTOX,,,,,
10455,Encephalartos cycadifolius,Encephalartos cycadifolius,LITTOX,Encephalartos cycadifolius,Encephalartos cycadifolius,297076-1,297076-1,Species
10456,Encephalartos eugene-maraisii,Encephalartos eugene-maraisii,LITTOX,Encephalartos eugene-maraisii,Encephalartos eugene-maraisii,297082-1,297082-1,Species
10457,Encephalartos ferox,Encephalartos ferox,LITTOX,Encephalartos ferox,Encephalartos ferox,297084-1,297084-1,Species
10458,Encephalartos friederici-gulielmi,Encephalartos friederici-gulielmi,LITTOX,,,,,
10459,Encephalartos hildebrandtii,Encephalartos hildebrandtii,LITTOX,Encephalartos hildebrandtii,Encephalartos hildebrandtii,297092-1,297092-1,Species
10460,Encephalartos horridus,Encephalartos horridus,LITTOX,Encephalartos horridus,Encephalartos horridus,297093-1,297093-1,Species
10461,Encephalartos laevifolius,Encephalartos laevifolius,LITTOX,Encephalartos laevifolius,Encephalartos laevifolius,297098-1,297098-1,Species
10462,Encephalartos lanatus,Encephalartos lanatus,LITTOX,Encephalartos lanatus,Encephalartos lanatus,297099-1,297099-1,Species
10463,Encephalartos lebomboensis,Encephalartos lebomboensis,LITTOX,Encephalartos lebomboensis,Encephalartos lebomboensis,297106-1,297106-1,Species
10464,Encephalartos lehmannii,Encephalartos lehmannii,LITTOX,Encephalartos lehmannii,Encephalartos lehmannii,297107-1,297107-1,Species
10465,Encephalartos longifolius,Encephalartos longifolius,LITTOX,Encephalartos longifolius,Encephalartos longifolius,297110-1,297110-1,Species
10466,Encephalartos transvenosus,Encephalartos transvenosus,LITTOX,Encephalartos transvenosus,Encephalartos transvenosus,297138-1,297138-1,Species
10467,Encephalartos umbeluziensis,Encephalartos umbeluziensis,LITTOX,Encephalartos umbeluziensis,Encephalartos umbeluziensis,297140-1,297140-1,Species
10468,Encephalartos villosus,Encephalartos villosus,LITTOX,Encephalartos villosus,Encephalartos villosus,297144-1,297144-1,Species
10469,Encephalartos woodii,Encephalartos woodii,LITTOX,Encephalartos woodii,Encephalartos woodii,297146-1,297146-1,Species
10470,Enchylaena tomentosa,Enchylaena tomentosa,LITTOX,Enchylaena tomentosa,Enchylaena tomentosa,165574-1,165574-1,Species
10471,Encyothalia cliftonii,Encyothalia cliftonii,LITTOX,,,,,
10472,Endiandra globosa,Endiandra globosa,LITTOX,Endiandra globosa,Endiandra globosa,464403-1,464403-1,Species
10473,Endiandra virens,Endiandra virens,LITTOX,Endiandra virens,Endiandra virens,464475-1,464475-1,Species
10474,Endocladium temulentum,Endocladium temulentum,LITTOX,,,,,
10475,Endoconidium,Endoconidium,LITTOX,,,,,
10476,Endoconidium temulentum,Endoconidium temulentum,LITTOX,,,,,
10477,Endressioideae,Endressioideae,LITTOX,,,,,
10478,Endymion,Endymion,LITTOX,Hyacinthoides,,,24371-1,Genus
10479,Endymion hispanicus,Endymion hispanicus,LITTOX,Hyacinthoides hispanica,Hyacinthoides hispanica,536678-1,536678-1,Species
10480,Endymion non-scripta,Endymion non-scripta,LITTOX,Hyacinthoides non-scripta,Hyacinthoides non-scripta,971733-1,971733-1,Species
10481,Endymion nonscriptus,Endymion nonscriptus,LITTOX,Hyacinthoides non-scripta,Hyacinthoides non-scripta,971733-1,971733-1,Species
10482,Endymion non-scriptus,Endymion non-scriptus,LITTOX,Hyacinthoides non-scripta,Hyacinthoides non-scripta,971733-1,971733-1,Species
10483,Endymion nutans,Endymion nutans,LITTOX,Hyacinthoides non-scripta,Hyacinthoides non-scripta,971733-1,971733-1,Species
10484,Engelhardtia,Engelhardtia,LITTOX,,,,,
10485,Engelhartia chrysolepis,Engelhartia chrysolepis,LITTOX,,,,,
10486,Englerastrum,,LITTOX,Coleus,,,20765-1,Genus
10487,Englerophytum magalismontanum,Englerophytum magalismontanum,LITTOX,Englerophytum magalismontanum,Englerophytum magalismontanum,962758-1,962758-1,Species
10488,Enhydra,Enhydra,LITTOX,,,,,
10489,Enhydra fluctuans,Enhydra fluctuans,LITTOX,,,,,
10490,Enicostemma hyssopifolium,Enicostemma hyssopifolium,LITTOX,Enicostema axillare subsp. axillare,Enicostema axillare,367187-1,77230702-1,Subspecies
10491,Enicostemma littorale,Enicostemma littorale,LITTOX,,,,,
10492,Entada,Entada,LITTOX,Entada,,,331593-2,Genus
10493,Entada abyssinica,Entada abyssinica,LITTOX,Entada abyssinica,Entada abyssinica,493817-1,493817-1,Species
10494,Entada gigas,Entada gigas,LITTOX,Entada gigas,Entada gigas,1078643-2,1078643-2,Species
10495,Entada phaseoloides,Entada phaseoloides,LITTOX,Entada phaseoloides,Entada phaseoloides,493866-1,493866-1,Species
10496,Entada polystachia,Entada polystachia,LITTOX,Entada polystachya,Entada polystachya,1009172-2,1009172-2,Species
10497,Entada pursaetha,Entada pursaetha,LITTOX,Entada rheedei subsp. rheedei,Entada rheedei,493874-1,77223802-1,Subspecies
10498,Entada rheedii,Entada rheedii,LITTOX,Entada rheedei,Entada rheedei,493874-1,493874-1,Species
10499,Entada scandens,Entada scandens,LITTOX,Entada phaseoloides,Entada phaseoloides,493866-1,493866-1,Species
10500,Entandophragma angolense,Entandophragma angolense,LITTOX,,,,,
10501,Entandophragma cylindricum,Entandophragma cylindricum,LITTOX,,,,,
10502,Entandophragma utile,Entandophragma utile,LITTOX,,,,,
10503,Entandrophragma as 'sapele',Entandrophragma as 'sapele',LITTOX,,,,,
10504,Entandrophragma cylindricum,Entandrophragma cylindricum,LITTOX,Entandrophragma cylindricum,Entandrophragma cylindricum,578406-1,578406-1,Species
10505,Entandrophragma cylindricum as 'sapele',Entandrophragma cylindricum as 'sapele',LITTOX,Entandrophragma cylindricum,Entandrophragma cylindricum,578406-1,578406-1,Species
10506,Entandrophragma utile,Entandrophragma utile,LITTOX,Entandrophragma utile,Entandrophragma utile,578428-1,578428-1,Species
10507,Enteloma luridus,Enteloma luridus,LITTOX,,,,,
10508,Enterobacter agglomerans,Enterobacter agglomerans,LITTOX,,,,,
10509,Enterolobium,Enterolobium,LITTOX,Enterolobium,,,30004353-2,Genus
10510,Enterolobium contortisiliquum,Enterolobium contortisiliquum,LITTOX,Enterolobium contortisiliquum,Enterolobium contortisiliquum,1032130-2,1032130-2,Species
10511,Enterolobium cyclocarpum,Enterolobium cyclocarpum,LITTOX,Enterolobium cyclocarpum,Enterolobium cyclocarpum,1037928-2,1037928-2,Species
10512,Enterolobium gummiferum,Enterolobium gummiferum,LITTOX,Enterolobium gummiferum,Enterolobium gummiferum,91072-2,91072-2,Species
10513,Enterolobium saman,Enterolobium saman,LITTOX,Samanea saman,Samanea saman,227126-2,227126-2,Species
10514,Enterolobium timbouva,Enterolobium timbouva,LITTOX,Enterolobium timbouva,Enterolobium timbouva,493930-1,493930-1,Species
10515,Enteropogon (Chloris) acicularis,Enteropogon (Chloris) acicularis,LITTOX,,,,,
10516,Enteropogon acicularis,Enteropogon acicularis,LITTOX,Enteropogon acicularis,Enteropogon acicularis,400667-1,400667-1,Species
10517,Enteropogon mollis,Enteropogon mollis,LITTOX,Leptochloa anisopoda,Leptochloa anisopoda,60468994-2,60468994-2,Species
10518,Entoloma,Entoloma,LITTOX,,,,,
10519,Entoloma abortivum,Entoloma abortivum,LITTOX,,,,,
10520,Entoloma aprile,Entoloma aprile,LITTOX,,,,,
10521,Entoloma aprilis,Entoloma aprilis,LITTOX,,,,,
10522,Entoloma clypeatum,Entoloma clypeatum,LITTOX,,,,,
10523,Entoloma cuspidatum,Entoloma cuspidatum,LITTOX,,,,,
10524,Entoloma eulividum,Entoloma eulividum,LITTOX,,,,,
10525,Entoloma grande,Entoloma grande,LITTOX,,,,,
10526,Entoloma griseum,Entoloma griseum,LITTOX,,,,,
10527,Entoloma icterinum,Entoloma icterinum,LITTOX,,,,,
10528,Entoloma lividoalbum,Entoloma lividoalbum,LITTOX,,,,,
10529,Entoloma lividum,Entoloma lividum,LITTOX,,,,,
10530,Entoloma madidum,Entoloma madidum,LITTOX,,,,,
10531,Entoloma mammosum,Entoloma mammosum,LITTOX,,,,,
10532,Entoloma murraii,Entoloma murraii,LITTOX,,,,,
10533,Entoloma nidorosum,Entoloma nidorosum,LITTOX,,,,,
10534,Entoloma nidrosum,Entoloma nidrosum,LITTOX,,,,,
10535,Entoloma niphoides,Entoloma niphoides,LITTOX,,,,,
10536,Entoloma nitidum,Entoloma nitidum,LITTOX,,,,,
10537,Entoloma pascuum,Entoloma pascuum,LITTOX,,,,,
10538,Entoloma prunuloides,Entoloma prunuloides,LITTOX,,,,,
10539,Entoloma rhodopolium,Entoloma rhodopolium,LITTOX,,,,,
10540,Entoloma rhodopolius,Entoloma rhodopolius,LITTOX,,,,,
10541,Entoloma salmoneum,Entoloma salmoneum,LITTOX,,,,,
10542,Entoloma saundersii,Entoloma saundersii,LITTOX,,,,,
10543,Entoloma sepium,Entoloma sepium,LITTOX,,,,,
10544,Entoloma sericeum,Entoloma sericeum,LITTOX,,,,,
10545,Entoloma sinuatum,Entoloma sinuatum,LITTOX,,,,,
10546,Entoloma sordidulum,Entoloma sordidulum,LITTOX,,,,,
10547,Entoloma sp.,Entoloma sp.,LITTOX,,,,,
10548,Entoloma speculum,Entoloma speculum,LITTOX,,,,,
10549,Entoloma strictius,Entoloma strictius,LITTOX,,,,,
10550,Entoloma vernum,Entoloma vernum,LITTOX,,,,,
10551,Entolomataceae,Entolomataceae,LITTOX,,,,,
10552,Entolomoa sinuatum,Entolomoa sinuatum,LITTOX,,,,,
10553,Entomorphthora sphaerosperma,Entomorphthora sphaerosperma,LITTOX,,,,,
10554,Epacridaceae,Epacridaceae,LITTOX,,,,,
10555,Epacris,Epacris,LITTOX,Epacris,,,331594-2,Genus
10556,Epaltes,Epaltes,LITTOX,Epaltes,,,30018301-2,Genus
10557,Epaltes alata,Epaltes alata,LITTOX,Litogyne gariepina,Litogyne gariepina,962687-1,962687-1,Species
10558,Epaltes australis,Epaltes australis,LITTOX,Sphaeromorphaea australis,Sphaeromorphaea australis,250674-1,250674-1,Species
10559,Epaltes brasiliensis,Epaltes brasiliensis,LITTOX,Epaltes brasiliensis,Epaltes brasiliensis,203244-1,203244-1,Species
10560,Eperua,Eperua,LITTOX,Eperua,,,22371-1,Genus
10561,Epetrium nigrum,Epetrium nigrum,LITTOX,,,,,
10562,Ephedra,Ephedra,LITTOX,Ephedra,,,328160-2,Genus
10563,Ephedra alta,Ephedra alta,LITTOX,,,,,
10564,Ephedra altissima,Ephedra altissima,LITTOX,Ephedra altissima,Ephedra altissima,60459745-2,60459745-2,Species
10565,Ephedra americana,Ephedra americana,LITTOX,Ephedra americana,Ephedra americana,383352-1,383352-1,Species
10566,Ephedra andina,Ephedra andina,LITTOX,Ephedra chilensis,Ephedra chilensis,329491-2,329491-2,Species
10567,Ephedra distachya,Ephedra distachya,LITTOX,Ephedra distachya,Ephedra distachya,383381-1,383381-1,Species
10568,Ephedra equisetina,Ephedra equisetina,LITTOX,Ephedra equisetina,Ephedra equisetina,928049-1,928049-1,Species
10569,Ephedra foliata,Ephedra foliata,LITTOX,Ephedra ciliata,Ephedra ciliata,383372-1,383372-1,Species
10570,Ephedra fragilis,Ephedra fragilis,LITTOX,Ephedra fragilis,Ephedra fragilis,383397-1,383397-1,Species
10571,Ephedra gerardiana,Ephedra gerardiana,LITTOX,Ephedra gerardiana,Ephedra gerardiana,60470164-2,60470164-2,Species
10572,Ephedra helvetica,Ephedra helvetica,LITTOX,Ephedra distachya subsp. helvetica,Ephedra distachya,383381-1,77189998-1,Subspecies
10573,Ephedra intermedia,Ephedra intermedia,LITTOX,Ephedra intermedia,Ephedra intermedia,383409-1,383409-1,Species
10574,Ephedra major,Ephedra major,LITTOX,Ephedra major,Ephedra major,383420-1,383420-1,Species
10575,Ephedra nebrodensis,Ephedra nebrodensis,LITTOX,Ephedra major,Ephedra major,383420-1,383420-1,Species
10576,Ephedra nevadensis,Ephedra nevadensis,LITTOX,Ephedra nevadensis,Ephedra nevadensis,383434-1,383434-1,Species
10577,Ephedra pachyclada,Ephedra pachyclada,LITTOX,Ephedra pachyclada,Ephedra pachyclada,383437-1,383437-1,Species
10578,Ephedra peduncularis,Ephedra peduncularis,LITTOX,Ephedra ciliata,Ephedra ciliata,383372-1,383372-1,Species
10579,Ephedra schennuingianan,Ephedra schennuingianan,LITTOX,,,,,
10580,Ephedra shennungiana,Ephedra shennungiana,LITTOX,Ephedra equisetina,Ephedra equisetina,928049-1,928049-1,Species
10581,Ephedra sinica,Ephedra sinica,LITTOX,Ephedra sinica,Ephedra sinica,383460-1,383460-1,Species
10582,Ephedra sinica as 'ma huang',,LITTOX,Ephedra sinica,Ephedra sinica,383460-1,383460-1,Species
10583,Ephedra triandra,Ephedra triandra,LITTOX,Ephedra triandra,Ephedra triandra,383468-1,383468-1,Species
10584,Ephedra trifurca,Ephedra trifurca,LITTOX,Ephedra trifurca,Ephedra trifurca,383471-1,383471-1,Species
10585,Ephedra viridis,Ephedra viridis,LITTOX,Ephedra viridis,Ephedra viridis,91144-2,91144-2,Species
10586,Ephedra vulgaris,Ephedra vulgaris,LITTOX,Ephedra major,Ephedra major,383420-1,383420-1,Species
10587,Ephedraceae,Ephedraceae,LITTOX,Ephedra,,,328160-2,Genus
10588,Ephedrine,Ephedrine,LITTOX,,,,,
10589,Ephelis,Ephelis,LITTOX,,,,,
10590,Epiblema strenuana,Epiblema strenuana,LITTOX,,,,,
10591,Epichloa typhina,Epichloa typhina,LITTOX,,,,,
10592,Epichloe,Epichloe,LITTOX,,,,,
10593,Epichloe typhina,Epichloe typhina,LITTOX,,,,,
10594,Epicoccum,Epicoccum,LITTOX,,,,,
10595,Epicoccum purperascens,Epicoccum purperascens,LITTOX,,,,,
10596,Epicrates angulifer,Epicrates angulifer,LITTOX,,,,,
10597,Epidendrum,Epidendrum,LITTOX,Epidendrum,,,326435-2,Genus
10598,Epidermophyton floccosum,Epidermophyton floccosum,LITTOX,,,,,
10599,Epigaea repens,Epigaea repens,LITTOX,Epigaea repens,Epigaea repens,276605-2,276605-2,Species
10600,Epigynae,Epigynae,LITTOX,,,,,
10601,Epilobium,Epilobium,LITTOX,Epilobium,,,30000954-2,Genus
10602,Epilobium angustifolium,Epilobium angustifolium,LITTOX,Epilobium angustifolium,Epilobium angustifolium,92411-2,92411-2,Species
10603,Epilobium glabellum,Epilobium glabellum,LITTOX,Epilobium glabellum,Epilobium glabellum,611873-1,611873-1,Species
10604,Epilobium komarovianum,Epilobium komarovianum,LITTOX,Epilobium komarovianum,Epilobium komarovianum,611973-1,611973-1,Species
10605,Epimedium,Epimedium,LITTOX,Epimedium,,,3948-1,Genus
10606,Epimedium alpinum,Epimedium alpinum,LITTOX,Epimedium alpinum,Epimedium alpinum,107260-1,107260-1,Species
10607,Epimedium brevicornum,,LITTOX,Epimedium brevicornu,Epimedium brevicornu,107262-1,107262-1,Species
10608,Epipactis helleborine,Epipactis helleborine,LITTOX,Epipactis helleborine,Epipactis helleborine,633228-1,633228-1,Species
10609,Epiphyllum,Epiphyllum,LITTOX,Epiphyllum,,,30002688-2,Genus
10610,Epipremnum,Epipremnum,LITTOX,Epipremnum,,,2779-1,Genus
10611,Epipremnum areum,Epipremnum areum,LITTOX,,,,,
10612,Epipremnum aureum,Epipremnum aureum,LITTOX,Epipremnum aureum,Epipremnum aureum,87014-1,87014-1,Species
10613,Epipremnum aureum as 'devil's ivy',Epipremnum aureum as 'devil's ivy',LITTOX,Epipremnum aureum,Epipremnum aureum,87014-1,87014-1,Species
10614,Epipremnum giganteum,Epipremnum giganteum,LITTOX,Epipremnum giganteum,Epipremnum giganteum,87025-1,87025-1,Species
10615,Epipremnum pinnatum,Epipremnum pinnatum,LITTOX,Epipremnum pinnatum,Epipremnum pinnatum,87046-1,87046-1,Species
10616,Epipremum aureum,Epipremum aureum,LITTOX,,,,,
