,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,knapsack_snippet,powo_Snippet,Sources
764,756301-1,Mitragyna rotundifolia,Mitragyna rotundifolia,756301-1,Species,"""['Rhynchophylline', 'Mitrafoline']""",,::KNApSAcK:
765,756359-1,Morinda citrifolia,Morinda citrifolia,756359-1,Species,"""['Cytidine']""",,::KNApSAcK:
766,758527-1,Ophiorrhiza mungos,Ophiorrhiza mungos,758527-1,Species,"""['Camptothecin']""",,::KNApSAcK:
767,758602-1,Ophiorrhiza rugosa,Ophiorrhiza rugosa,758602-1,Species,"""['Strictosidine', 'Camptothecin']""",,::KNApSAcK:
768,922428-1,Ophiorrhiza rugosa var. prostrata,Ophiorrhiza rugosa,758602-1,Variety,"""['Strictosidine', 'Camptothecin']""",,::KNApSAcK:
769,761435-1,Psychotria bahiensis,Psychotria bahiensis,761435-1,Species,"""['Strictosamide', '5alpha-Carboxystrictosidine', 'Isovallesiachotamine', 'Angustine']""",,::KNApSAcK:
770,236592-2,Simira rubra,Simira rubra,236592-2,Species,"""['Harmine']""",,::KNApSAcK:
771,767775-1,Timonius kaniensis,Timonius kaniensis,767775-1,Species,"""['Dihydrocupreine']""",,::KNApSAcK:
772,768203-1,Uncaria acida,Uncaria acida,768203-1,Species,"""['Rhynchophylline', 'Isorhynchophylline']""",,::KNApSAcK:
773,768207-1,Uncaria africana,Uncaria africana,768207-1,Species,"""['Ajmalicine', 'Mitraphylline', 'Rhynchophylline', 'Isomitraphylline', 'Isorhynchophylline']""",,::KNApSAcK:
774,768231-1,Uncaria elliptica,Uncaria elliptica,768231-1,Species,"""['Tetrahydroalstonine', '19-Epiajmalicine', 'Ajmalicine', 'Mitraphylline', 'Rauniticine', 'Rhynchophylline', 'Isomitraphylline', 'Isorhynchophylline', '3-Isoajmalicine', 'Uncarine B', '14beta-Hydroxy-3-isorauniticine', '19-Epi-3-isoajmalicine', '3-Isorauniticine', '3-Isorauniticine pseudoindoxyl', 'Akuammigine pseudoindoxyl', 'Rauniticine oxindole A', 'Rauniticine pseudoindoxyl', 'Tetrahydroalstonine N-oxide', 'Uncarine A']""",,::KNApSAcK:
775,60458896-2,Uncaria gambir,Uncaria gambir,60458896-2,Species,"""['Mitraphylline', 'Uncarine B', 'Roxburghine B']""",,::KNApSAcK:
776,768254-1,Uncaria homomalla,Uncaria homomalla,768254-1,Species,"""['Mitraphylline', 'Isomitraphylline', 'Uncarine C', 'Speciophylline', 'Isopteropodine', 'Uncarine F']""",,::KNApSAcK:
777,768268-1,Uncaria laevigata,Uncaria laevigata,768268-1,Species,"""['Mitraphylline', 'Isomitraphylline', 'Speciophylline', 'Isopteropodine', 'Uncarine B']""",,::KNApSAcK:
778,768269-1,Uncaria lancifolia,Uncaria lancifolia,768269-1,Species,"""['Mitraphylline', 'Rhynchophylline', 'Isomitraphylline']""",,::KNApSAcK:
779,768270-1,Uncaria lanosa,Uncaria lanosa,768270-1,Species,"""['Mitraphylline', 'Rauniticine', 'Isomitraphylline', 'Speciophylline', 'Isopteropodine', 'Uncarine F', 'Isocorynoxeine']""",,::KNApSAcK:
780,768273-1,Uncaria longiflora,Uncaria longiflora,768273-1,Species,"""['Mitraphylline', 'Rhynchophylline', 'Isomitraphylline', 'Isorhynchophylline', 'Speciophylline', 'Isopteropodine', 'Uncarine F', 'Isocorynoxeine']""",,::KNApSAcK:
781,768281-1,Uncaria orientalis,Uncaria orientalis,768281-1,Species,"""['Ajmalicine', 'Mitraphylline', 'Isomitraphylline', 'Speciophylline', 'Isopteropodine', 'Uncarine F', 'Uncarine B']""",,::KNApSAcK:
782,768303-1,Uncaria scandens,Uncaria scandens,768303-1,Species,"""['Mitraphylline', 'Isomitraphylline', 'Speciophylline', 'Isopteropodine', 'Uncarine F']""",,::KNApSAcK:
783,768311-1,Uncaria sessilifructus,Uncaria sessilifructus,768311-1,Species,"""['Mitraphylline', 'Rhynchophylline', 'Isomitraphylline', 'Isorhynchophylline', 'Uncarine F', 'Uncarine B']""",,::KNApSAcK:
